"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130348","b2422","NP_416917.1","sulfate/thiosulfate transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116054007","PA14_03650","WP_003084237.1","sulfate transport protein CysA","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111430","b2423","YP_026168.2","sulfate/thiosulfate transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116054008","PA14_03670","WP_003084239.1","sulfate transport protein CysW","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130349","b2424","NP_416919.1","sulfate/thiosulfate transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116054009","PA14_03680","WP_003084241.1","sulfate transport protein CysT","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111432","b2430","NP_416925.2","weak penicillin binding protein PBP4B, predicted periplasmic esterase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050259","PA14_34700","WP_003139367.1","putative beta lactamase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111433","b2431","NP_416926.4","deferrrochelatase, cytoplasmic","57977","Pseudomonas aeruginosa UCBPP-PA14","116050762","PA14_28340","WP_003099129.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111435","b2434","NP_416929.4","predicted acyltransferase with acyl-CoA N-acyltransferase domain","57977","Pseudomonas aeruginosa UCBPP-PA14","116052566","PA14_58830","WP_003103865.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130361","b2436","NP_416931.1","coproporphyrinogen III oxidase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053744","PA14_00280","WP_003097311.1","coproporphyrinogen III oxidase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130362","b2437","NP_416932.1","eut operon transcriptional activator, AraC family","57977","Pseudomonas aeruginosa UCBPP-PA14","116050455","PA14_32190","WP_003089872.1","putative transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130365","b2440","NP_416935.1","ethanolamine ammonia-lyase, small subunit (light chain)","57977","Pseudomonas aeruginosa UCBPP-PA14","116052062","PA14_11760","WP_003110520.1","ethanolamine ammonia-lyase small subunit","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111437","b2441","NP_416936.4","ethanolamine ammonia-lyase, large subunit, heavy chain","57977","Pseudomonas aeruginosa UCBPP-PA14","116052061","PA14_11770","WP_003093232.1","ethanolamine ammonia-lyase large subunit","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","145698295","b2442","NP_416937.2","CPZ-55 prophage; predicted integrase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051793","PA14_15350","WP_011666563.1","putative integrase","2","b2349[CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase];b2622[CP4-57 prophage; integrase]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130377","b2452","NP_416947.1","ethanolamine transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116049435","PA14_45130","WP_003087169.1","putative transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130388","b2463","NP_416958.1","fused malic enzyme predicted oxidoreductase/predicted phosphotransacetylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053194","PA14_66680","WP_003095842.1","malic enzyme","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130389","b2464","NP_416959.1","transaldolase A","57977","Pseudomonas aeruginosa UCBPP-PA14","116050796","PA14_27960","WP_003090868.1","transaldolase B","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130390","b2465","NP_416960.1","transketolase 2, thiamin-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116054275","PA14_07130","WP_003110216.1","transketolase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130393","b2468","NP_416963.1","fused predicted oxidoreductase: FeS binding subunit/NAD/FAD-binding subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053183","PA14_66560","WP_003095829.1","glutamate synthase subunit beta","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130396","b2471","NP_416966.1","predicted reductase, function unknown, ArsC family; low abundance protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051661","PA14_16970","WP_003092424.1","arsenate reductase glutaredoxin family protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130397","b2472","NP_416967.1","N-succinyl-diaminopimelate deacylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049094","PA14_49380","WP_003140540.1","succinyl-diaminopimelate desuccinylase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130400","b2475","NP_416970.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052863","PA14_62420","WP_003095112.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130401","b2476","NP_416971.1","phosphoribosylaminoimidazole-succinocarboxamide synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048941","PA14_51240","WP_003108622.1","phosphoribosylaminoimidazole-succinocarboxamide synthase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130403","b2478","NP_416973.1","dihydrodipicolinate synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048938","PA14_51270","WP_003086270.1","dihydrodipicolinate synthase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111443","b2479","NP_416974.4","DNA-binding transcriptional repressor, regulatory protein accessory to GcvA","57977","Pseudomonas aeruginosa UCBPP-PA14","116048937","PA14_51280","WP_003086267.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130405","b2480","NP_416975.1","thiol peroxidase, thioredoxin-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116048936","PA14_51290","WP_003086262.1","bacterioferritin comigratory protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130418","b2493","NP_416988.1","predicted inner membrane permease, UPF0118 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116048935","PA14_51300","WP_003108615.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130419","b2494","NP_416989.1","predicted peptidase, has TPR repeats","57977","Pseudomonas aeruginosa UCBPP-PA14","116048933","PA14_51320","WP_003086256.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130420","b2495","NP_416990.1","predicted oxidoreductase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048874","PA14_51980","WP_003140785.1","putative arsenate reductase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","226524737","b2496","NP_416991.2","ATPase regulatory factor involved in DnaA inactivation","57977","Pseudomonas aeruginosa UCBPP-PA14","116048871","PA14_52010","WP_003102398.1","DNA replication initiation factor","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130422","b2497","NP_416992.1","uracil permease","57977","Pseudomonas aeruginosa UCBPP-PA14","116052792","PA14_61480","WP_003094970.1","uracil permease","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111448","b2498","NP_416993.2","uracil phosphoribosyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052791","PA14_61470","WP_003094968.1","uracil phosphoribosyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130424","b2499","NP_416994.1","phosphoribosylaminoimidazole synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048869","PA14_52040","WP_003109942.1","phosphoribosylaminoimidazole synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130425","b2500","NP_416995.1","phosphoribosylglycinamide formyltransferase 1","57977","Pseudomonas aeruginosa UCBPP-PA14","116048868","PA14_52050","WP_003086063.1","phosphoribosylglycinamide formyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130426","b2501","NP_416996.1","polyphosphate kinase, component of RNA degradosome","57977","Pseudomonas aeruginosa UCBPP-PA14","116053389","PA14_69230","WP_003141953.1","polyphosphate kinase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130427","b2502","NP_416997.1","exopolyphosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053388","PA14_69220","WP_003099207.1","exopolyphosphatase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130432","b2507","NP_417002.1","GMP synthetase (glutamine aminotransferase)","57977","Pseudomonas aeruginosa UCBPP-PA14","116051794","PA14_15340","WP_003137878.1","GMP synthase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130433","b2508","NP_417003.1","IMP dehydrogenase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051795","PA14_15310","WP_003092702.1","inosine 5'-monophosphate dehydrogenase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130434","b2509","NP_417004.1","exonuclease VII, large subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116051802","PA14_15230","WP_003137871.1","exodeoxyribonuclease VII large subunit","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111450","b2511","NP_417006.2","GTPase; multicopy suppressor of ftsJ","57977","Pseudomonas aeruginosa UCBPP-PA14","116051824","PA14_14930","WP_003137857.1","GTP-binding protein EngA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130437","b2512","NP_417007.1","lipoprotein required for OM biogenesis, in BamABCD complex","57977","Pseudomonas aeruginosa UCBPP-PA14","116051825","PA14_14910","WP_003129775.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130438","b2513","NP_417008.1","conserved protein, UPF0070 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116051826","PA14_14900","WP_003137855.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130439","b2514","NP_417009.1","histidyl tRNA synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051827","PA14_14890","WP_003092797.1","histidyl-tRNA synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130440","b2515","NP_417010.1","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051828","PA14_14880","WP_023980157.1","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130441","b2516","NP_417011.1","cytoskeletal protein required for MreB assembly","57977","Pseudomonas aeruginosa UCBPP-PA14","116051829","PA14_14860","WP_003137852.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130442","b2517","NP_417012.1","23S rRNA m(2)A2503 methyltransferase, SAM-dependen","57977","Pseudomonas aeruginosa UCBPP-PA14","116051831","PA14_14830","WP_003092809.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130443","b2518","NP_417013.1","multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051832","PA14_14820","WP_003092811.1","nucleoside diphosphate kinase","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130445","b2520","NP_417015.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052521","PA14_58250","WP_003141326.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111451","b2521","NP_417016.4","3-mercaptopyruvate sulfurtransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049244","PA14_47500","WP_003109274.1","putative 3-mercaptopyruvate sulfurtransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130449","b2524","NP_417019.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051833","PA14_14810","WP_003092814.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130450","b2525","NP_417020.1","[2Fe-2S] ferredoxin","57977","Pseudomonas aeruginosa UCBPP-PA14","116051834","PA14_14800","WP_003092818.1","ferredoxin (2Fe-2S)","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130451","b2526","NP_417021.1","DnaK-like molecular chaperone specific for IscU","57977","Pseudomonas aeruginosa UCBPP-PA14","116051835","PA14_14780","WP_003092822.1","chaperone protein HscA","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130452","b2527","NP_417022.1","DnaJ-like molecular chaperone specific for IscU","57977","Pseudomonas aeruginosa UCBPP-PA14","116051836","PA14_14770","WP_003092824.1","co-chaperone HscB","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130453","b2528","NP_417023.1","FeS cluster assembly protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051837","PA14_14750","WP_003100617.1","putative iron-binding protein IscA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130454","b2529","NP_417024.1","iron-sulfur cluster assembly scaffold protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051838","PA14_14740","WP_003092829.1","scaffold protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","49176235","b2530","YP_026169.1","cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116051839","PA14_14730","WP_003092832.1","cysteine desulfurase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130456","b2531","NP_417026.1","DNA-binding transcriptional repressor","57977","Pseudomonas aeruginosa UCBPP-PA14","116051840","PA14_14710","WP_003092836.1","putative Rrf2 family protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130457","b2532","NP_417027.1","tRNA mC32/mU32 methyltransferase, SAM-dependent","57977","Pseudomonas aeruginosa UCBPP-PA14","116051842","PA14_14690","WP_003092842.1","putative methyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130458","b2533","NP_417028.1","inositol monophosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051843","PA14_14680","WP_003092845.1","extragenic suppressor protein SuhB","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","226524738","b2534","NP_417029.4","S9 peptidase family protein, function unknown","57977","Pseudomonas aeruginosa UCBPP-PA14","116051692","PA14_16600","WP_003110625.1","alpha/beta family hydrolase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130461","b2536","NP_417031.1","predicted 3-phenylpropionic transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116050017","PA14_37760","WP_003109654.1","putative MFS transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130462","b2537","NP_417032.1","DNA-binding transcriptional activator of 3-phenylpropionic acid catabolism","57977","Pseudomonas aeruginosa UCBPP-PA14","116050454","PA14_32200","WP_003089870.1","transcriptional regulator CatR","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130463","b2538","NP_417033.1","3-phenylpropionate dioxygenase, large (alpha) subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050456","PA14_32160","WP_003139109.1","anthranilate dioxygenase large subunit","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16130463","b2538","NP_417033.1","3-phenylpropionate dioxygenase, large (alpha) subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050030","PA14_37570","WP_003128652.1","ring-hydroxylating dioxygenase, large terminal subunit","","","",""
